Timepoint (1min, 128Hz)	1 - F7	2 - F3	3 - F4	4 - F8	5 - T3	6 - C3	7 - Cz	8 - C4	9 - T4	10 - T5	11 - P3	12 - Pz	13 - P4	14 - T6	15 - O1	16 - O2
6667	-171.28	-239.79	-205.53	-51.38	-137.02	-102.77	-102.77	51.38	51.38	34.26	85.64	256.91	633.72	650.85	325.42	530.95
6668	-119.89	-137.02	-154.15	-17.13	-137.02	-51.38	-51.38	68.51	51.38	-34.26	34.26	308.3	667.97	667.97	239.79	548.08
6669	-51.38	17.13	-17.13	0	-102.77	0	-34.26	137.02	85.64	-102.77	-34.26	325.42	599.46	633.72	0	530.95
6670	-34.26	68.51	17.13	0	-51.38	-34.26	-34.26	119.89	85.64	-119.89	-51.38	308.3	479.57	530.95	-51.38	479.57
6671	-17.13	68.51	51.38	0	0	34.26	-34.26	34.26	51.38	-51.38	-34.26	205.53	171.28	239.79	-51.38	171.28
6672	17.13	102.77	0	0	34.26	68.51	0	0	0	17.13	17.13	154.15	17.13	34.26	-68.51	-34.26
6673	137.02	154.15	-102.77	-68.51	0	51.38	-34.26	-34.26	0	0	85.64	0	-291.17	-291.17	-256.91	-616.59
6674	102.77	205.53	-51.38	-51.38	-17.13	34.26	-17.13	-17.13	17.13	17.13	85.64	0	-342.55	-325.42	-188.4	-582.34
6675	0	154.15	34.26	-17.13	-85.64	34.26	17.13	0	154.15	34.26	119.89	-17.13	-376.81	-325.42	51.38	-359.68
6676	-17.13	68.51	68.51	85.64	-102.77	68.51	17.13	34.26	239.79	68.51	137.02	17.13	-342.55	-291.17	154.15	-256.91
6677	-102.77	17.13	154.15	239.79	-137.02	137.02	68.51	119.89	256.91	34.26	102.77	0	-256.91	-239.79	359.68	-222.66
6678	-85.64	34.26	239.79	308.3	-85.64	154.15	119.89	188.4	256.91	51.38	119.89	0	-137.02	-171.28	479.57	-188.4
6679	0	205.53	239.79	274.04	0	188.4	205.53	239.79	222.66	85.64	102.77	-34.26	34.26	0	633.72	17.13
6680	0	205.53	188.4	188.4	0	137.02	188.4	205.53	205.53	68.51	51.38	17.13	137.02	85.64	599.46	102.77
6681	34.26	137.02	-17.13	34.26	0	0	-17.13	17.13	102.77	0	-34.26	-34.26	291.17	325.42	274.04	359.68
6682	68.51	85.64	-85.64	0	0	-119.89	-154.15	-34.26	34.26	0	-51.38	-51.38	342.55	411.06	188.4	428.19
6683	137.02	51.38	-119.89	0	34.26	-205.53	-239.79	-102.77	-34.26	102.77	17.13	-17.13	291.17	359.68	205.53	393.93
6684	137.02	34.26	-119.89	-51.38	68.51	-171.28	-222.66	-102.77	-102.77	154.15	85.64	-34.26	154.15	188.4	256.91	256.91
6685	137.02	17.13	-102.77	-154.15	154.15	-17.13	-137.02	-119.89	-205.53	188.4	102.77	-171.28	-171.28	-154.15	239.79	-137.02
6686	188.4	137.02	-102.77	-171.28	205.53	34.26	-119.89	-154.15	-222.66	188.4	102.77	-239.79	-291.17	-274.04	274.04	-274.04
6687	479.57	616.59	17.13	-85.64	513.83	239.79	0	-154.15	-239.79	359.68	274.04	-119.89	-342.55	-359.68	445.32	-291.17
6688	667.97	787.87	34.26	-34.26	667.97	376.81	51.38	-119.89	-239.79	428.19	376.81	0	-342.55	-342.55	513.83	-239.79
6689	599.46	633.72	119.89	-34.26	599.46	530.95	291.17	0	-154.15	359.68	376.81	85.64	-411.06	-393.93	376.81	-205.53
6690	479.57	565.21	154.15	0	445.32	513.83	291.17	0	-85.64	291.17	308.3	137.02	-359.68	-359.68	308.3	-171.28
6691	462.44	667.97	291.17	188.4	308.3	513.83	359.68	154.15	119.89	308.3	359.68	325.42	-34.26	-51.38	256.91	-17.13
6692	496.7	753.61	393.93	325.42	325.42	548.08	393.93	274.04	239.79	393.93	393.93	479.57	205.53	85.64	239.79	51.38
6693	479.57	667.97	513.83	479.57	411.06	530.95	359.68	428.19	376.81	376.81	308.3	599.46	530.95	393.93	68.51	205.53
6694	376.81	548.08	548.08	496.7	359.68	445.32	256.91	445.32	393.93	256.91	171.28	530.95	548.08	445.32	0	205.53
6695	188.4	445.32	599.46	513.83	85.64	137.02	-34.26	359.68	325.42	0	-51.38	239.79	445.32	445.32	-205.53	188.4
6696	137.02	496.7	565.21	513.83	-17.13	17.13	-85.64	256.91	274.04	-34.26	-119.89	51.38	376.81	428.19	-222.66	171.28
6697	154.15	496.7	393.93	376.81	-119.89	-85.64	-239.79	17.13	68.51	17.13	-51.38	-205.53	205.53	308.3	-51.38	85.64
6698	154.15	393.93	274.04	256.91	-51.38	-102.77	-291.17	-34.26	-34.26	68.51	-17.13	-325.42	85.64	205.53	-34.26	17.13
6699	137.02	188.4	205.53	137.02	85.64	-85.64	-393.93	-154.15	-51.38	119.89	34.26	-445.32	-137.02	0	17.13	-85.64
6700	137.02	154.15	239.79	137.02	154.15	-85.64	-376.81	-154.15	-34.26	119.89	85.64	-393.93	-239.79	-85.64	0	-85.64
6701	205.53	393.93	256.91	171.28	154.15	-17.13	-222.66	-137.02	0	188.4	274.04	-171.28	-222.66	-34.26	85.64	85.64
6702	239.79	513.83	205.53	154.15	137.02	0	-68.51	-137.02	17.13	325.42	376.81	-17.13	-85.64	34.26	188.4	308.3
6703	359.68	702.23	119.89	119.89	256.91	239.79	102.77	-102.77	17.13	462.44	479.57	256.91	188.4	342.55	325.42	599.46
6704	393.93	719.36	188.4	154.15	325.42	359.68	188.4	-17.13	85.64	462.44	462.44	359.68	274.04	376.81	256.91	599.46
6705	376.81	565.21	496.7	411.06	256.91	462.44	308.3	428.19	376.81	274.04	342.55	513.83	428.19	291.17	0	291.17
6706	359.68	565.21	599.46	530.95	205.53	428.19	359.68	599.46	599.46	274.04	376.81	702.23	599.46	393.93	17.13	308.3
6707	513.83	787.87	719.36	753.61	376.81	428.19	548.08	924.89	1010.52	599.46	633.72	1044.78	1147.54	959.14	239.79	616.59
6708	616.59	959.14	804.99	873.5	548.08	479.57	650.85	993.4	1164.67	787.87	753.61	1147.54	1335.95	1181.8	376.81	787.87
6709	924.89	1250.31	976.27	1061.91	856.38	616.59	667.97	924.89	1147.54	890.63	736.48	942.01	1267.44	1216.05	479.57	839.25
6710	959.14	1233.18	959.14	1027.65	890.63	616.59	616.59	787.87	1044.78	804.99	616.59	685.1	1027.65	1044.78	445.32	753.61
6711	787.87	907.76	753.61	839.25	667.97	445.32	325.42	445.32	856.38	462.44	205.53	154.15	496.7	667.97	188.4	633.72
6712	582.34	719.36	616.59	719.36	496.7	256.91	154.15	308.3	787.87	274.04	17.13	-51.38	274.04	496.7	0	565.21
6713	274.04	291.17	376.81	548.08	239.79	-137.02	-119.89	102.77	650.85	119.89	-51.38	-411.06	-51.38	256.91	-256.91	325.42
6714	274.04	205.53	359.68	479.57	239.79	-239.79	-205.53	17.13	530.95	188.4	-34.26	-513.83	-188.4	154.15	-291.17	154.15
6715	479.57	239.79	325.42	325.42	513.83	-137.02	-291.17	-256.91	291.17	376.81	188.4	-428.19	-325.42	17.13	-205.53	68.51
6716	667.97	411.06	274.04	291.17	685.1	0	-239.79	-325.42	205.53	479.57	308.3	-291.17	-239.79	17.13	-102.77	119.89
6717	-239.79	-102.77	51.38	-17.13	-171.28	34.26	633.72	530.95	17.13	-171.28	-137.02	582.34	428.19	205.53	68.51	137.02
6718	-205.53	-68.51	68.51	51.38	-171.28	154.15	719.36	548.08	-17.13	-154.15	-102.77	565.21	359.68	188.4	34.26	102.77
6719	-51.38	17.13	51.38	68.51	-205.53	222.66	616.59	376.81	-34.26	-154.15	0	376.81	171.28	85.64	102.77	51.38
6720	-17.13	34.26	0	0	-137.02	239.79	462.44	222.66	-154.15	-85.64	34.26	291.17	34.26	0	171.28	0
6721	-85.64	-137.02	-342.55	-428.19	0	393.93	137.02	-102.77	-411.06	308.3	428.19	188.4	-85.64	-85.64	393.93	205.53
6722	-119.89	-291.17	-428.19	-445.32	0	376.81	85.64	-154.15	-342.55	376.81	462.44	308.3	-34.26	-34.26	513.83	428.19
6723	-119.89	-462.44	-496.7	-411.06	-102.77	308.3	17.13	-222.66	-222.66	342.55	462.44	599.46	137.02	119.89	787.87	924.89
6724	-85.64	-411.06	-462.44	-428.19	-68.51	239.79	34.26	-171.28	-222.66	325.42	479.57	719.36	256.91	205.53	856.38	1044.78
6725	17.13	-137.02	-342.55	-376.81	188.4	188.4	85.64	-68.51	-137.02	445.32	530.95	770.74	359.68	256.91	839.25	976.27
6726	102.77	-34.26	-274.04	-291.17	325.42	205.53	154.15	0	-85.64	513.83	548.08	736.48	393.93	274.04	787.87	924.89
6727	119.89	-119.89	-119.89	-137.02	274.04	205.53	222.66	17.13	0	445.32	428.19	599.46	376.81	239.79	719.36	719.36
6728	85.64	-205.53	-102.77	-102.77	68.51	137.02	205.53	17.13	0	325.42	325.42	479.57	308.3	171.28	667.97	582.34
6729	34.26	-137.02	-171.28	-188.4	-171.28	34.26	239.79	0	-85.64	171.28	188.4	239.79	171.28	17.13	359.68	119.89
6730	34.26	17.13	-171.28	-222.66	-68.51	68.51	274.04	0	-137.02	205.53	205.53	154.15	119.89	0	205.53	-51.38
6731	34.26	34.26	-171.28	-205.53	256.91	171.28	308.3	-17.13	-171.28	393.93	359.68	119.89	34.26	-51.38	119.89	-256.91
6732	0	-34.26	-188.4	-171.28	308.3	171.28	256.91	-85.64	-154.15	428.19	393.93	119.89	0	-85.64	239.79	-171.28
6733	-85.64	-376.81	-359.68	-342.55	-34.26	0	34.26	-325.42	-274.04	411.06	445.32	51.38	-102.77	-137.02	616.59	34.26
6734	-102.77	-445.32	-496.7	-496.7	-239.79	-51.38	-17.13	-445.32	-359.68	376.81	428.19	17.13	-171.28	-222.66	770.74	188.4
6735	-34.26	-359.68	-633.72	-599.46	-119.89	-119.89	-137.02	-530.95	-445.32	359.68	411.06	51.38	-239.79	-325.42	839.25	393.93
6736	-17.13	-274.04	-565.21	-513.83	51.38	-102.77	-171.28	-513.83	-411.06	376.81	411.06	154.15	-205.53	-325.42	839.25	496.7
6737	-137.02	-291.17	-256.91	-256.91	0	-85.64	-205.53	-342.55	-291.17	205.53	274.04	530.95	68.51	-34.26	736.48	685.1
6738	-171.28	-325.42	-256.91	-256.91	-239.79	-85.64	-154.15	-274.04	-239.79	85.64	171.28	565.21	188.4	85.64	565.21	719.36
6739	-137.02	-291.17	-291.17	-239.79	-325.42	-51.38	-34.26	-119.89	-102.77	-34.26	34.26	530.95	308.3	154.15	205.53	667.97
6740	-102.77	-256.91	-291.17	-205.53	-102.77	-17.13	0	-51.38	-85.64	17.13	34.26	496.7	325.42	154.15	85.64	616.59
6741	0	-205.53	-222.66	-102.77	256.91	34.26	17.13	-17.13	-171.28	137.02	119.89	359.68	308.3	171.28	0	479.57
6742	0	-205.53	-256.91	-154.15	239.79	68.51	34.26	-34.26	-239.79	119.89	85.64	239.79	256.91	154.15	0	325.42
6743	-102.77	-222.66	-308.3	-256.91	-102.77	34.26	17.13	-85.64	-205.53	17.13	-34.26	-17.13	51.38	34.26	-68.51	34.26
6744	-137.02	-222.66	-291.17	-239.79	-239.79	-34.26	-34.26	-102.77	-119.89	17.13	0	-102.77	-34.26	-34.26	0	-17.13
6745	-85.64	0	-154.15	-102.77	-102.77	-17.13	0	17.13	-17.13	274.04	171.28	-34.26	-17.13	-34.26	445.32	-17.13
6746	-17.13	34.26	-68.51	-68.51	0	51.38	0	17.13	-34.26	428.19	376.81	34.26	51.38	34.26	667.97	17.13
6747	34.26	188.4	0	17.13	205.53	291.17	137.02	119.89	0	633.72	633.72	256.91	239.79	205.53	907.76	308.3
6748	17.13	188.4	85.64	34.26	154.15	359.68	222.66	222.66	34.26	633.72	667.97	342.55	308.3	256.91	839.25	445.32
6749	17.13	188.4	291.17	239.79	-17.13	393.93	308.3	428.19	239.79	565.21	702.23	513.83	496.7	342.55	719.36	599.46
6750	17.13	239.79	359.68	325.42	0	411.06	359.68	445.32	308.3	548.08	685.1	582.34	548.08	393.93	667.97	599.46
6751	68.51	393.93	325.42	308.3	137.02	496.7	428.19	496.7	342.55	513.83	616.59	719.36	633.72	445.32	376.81	445.32
6752	137.02	462.44	342.55	359.68	256.91	530.95	479.57	496.7	393.93	445.32	565.21	753.61	633.72	445.32	188.4	376.81
6753	256.91	445.32	599.46	565.21	137.02	530.95	496.7	633.72	565.21	119.89	188.4	565.21	479.57	308.3	-496.7	-102.77
6754	633.72	616.59	496.7	616.59	548.08	565.21	376.81	633.72	667.97	411.06	376.81	599.46	685.1	650.85	274.04	548.08
6755	393.93	445.32	513.83	565.21	239.79	239.79	188.4	479.57	513.83	239.79	137.02	308.3	411.06	479.57	205.53	256.91
6756	308.3	428.19	530.95	565.21	137.02	85.64	137.02	411.06	513.83	119.89	0	119.89	256.91	359.68	51.38	0
6757	342.55	530.95	445.32	479.57	171.28	51.38	85.64	359.68	496.7	-34.26	-137.02	-119.89	51.38	205.53	-205.53	-256.91
6758	445.32	599.46	376.81	393.93	274.04	137.02	85.64	308.3	428.19	-34.26	-119.89	-154.15	51.38	171.28	-222.66	-205.53
6759	548.08	616.59	308.3	274.04	393.93	256.91	137.02	205.53	274.04	188.4	205.53	0	188.4	205.53	34.26	239.79
6760	479.57	565.21	325.42	239.79	393.93	274.04	171.28	188.4	205.53	393.93	428.19	171.28	291.17	274.04	308.3	513.83
6761	239.79	428.19	376.81	274.04	205.53	274.04	256.91	205.53	205.53	633.72	667.97	428.19	445.32	445.32	753.61	856.38
6762	137.02	359.68	359.68	308.3	119.89	256.91	256.91	239.79	256.91	599.46	633.72	479.57	479.57	530.95	839.25	890.63
6763	119.89	308.3	222.66	256.91	51.38	188.4	154.15	154.15	359.68	359.68	428.19	393.93	428.19	530.95	685.1	770.74
6764	188.4	308.3	137.02	188.4	154.15	137.02	119.89	137.02	376.81	256.91	325.42	359.68	393.93	445.32	513.83	650.85
6765	239.79	205.53	137.02	102.77	393.93	68.51	154.15	154.15	308.3	85.64	137.02	308.3	308.3	291.17	154.15	376.81
6766	205.53	188.4	171.28	137.02	445.32	68.51	239.79	205.53	308.3	0	68.51	274.04	256.91	256.91	34.26	274.04
6767	119.89	102.77	308.3	256.91	325.42	119.89	205.53	188.4	274.04	-68.51	-34.26	119.89	137.02	171.28	68.51	68.51
6768	102.77	85.64	325.42	325.42	239.79	119.89	137.02	119.89	308.3	-102.77	-119.89	17.13	34.26	137.02	85.64	-34.26
6769	154.15	-102.77	34.26	137.02	154.15	-119.89	-171.28	-154.15	17.13	-222.66	-291.17	-325.42	-256.91	-102.77	0	-462.44
6770	137.02	-154.15	-17.13	0	154.15	-171.28	-222.66	-239.79	-51.38	-291.17	-359.68	-411.06	-342.55	-188.4	-102.77	-513.83
6771	-17.13	-68.51	-51.38	-102.77	154.15	-154.15	-171.28	-274.04	-119.89	-274.04	-256.91	-376.81	-308.3	-171.28	-119.89	-376.81
6772	-17.13	-17.13	0	-51.38	119.89	-51.38	-102.77	-188.4	0	-154.15	-102.77	-325.42	-205.53	-51.38	-17.13	-205.53
6773	0	-51.38	68.51	0	119.89	17.13	51.38	17.13	137.02	85.64	119.89	-239.79	0	119.89	154.15	51.38
6774	0	-171.28	0	-34.26	154.15	0	85.64	0	154.15	119.89	154.15	-256.91	85.64	171.28	154.15	102.77
6775	-34.26	-325.42	-102.77	-85.64	119.89	-102.77	17.13	17.13	-34.26	17.13	68.51	-171.28	119.89	154.15	85.64	137.02
6776	-85.64	-308.3	-102.77	-85.64	85.64	-102.77	0	-17.13	-17.13	17.13	51.38	-68.51	119.89	119.89	85.64	137.02
6777	-17.13	-188.4	68.51	17.13	102.77	0	102.77	-17.13	68.51	85.64	188.4	239.79	205.53	85.64	359.68	274.04
6778	34.26	-34.26	171.28	102.77	154.15	51.38	188.4	85.64	154.15	205.53	256.91	376.81	308.3	154.15	513.83	376.81
6779	239.79	205.53	325.42	239.79	291.17	171.28	239.79	325.42	308.3	239.79	239.79	513.83	376.81	274.04	428.19	308.3
6780	274.04	342.55	308.3	291.17	342.55	188.4	239.79	393.93	359.68	154.15	119.89	496.7	308.3	256.91	222.66	119.89
6781	239.79	308.3	274.04	239.79	291.17	171.28	154.15	256.91	359.68	0	0	205.53	-17.13	0	-17.13	-496.7
6782	222.66	154.15	188.4	188.4	274.04	137.02	68.51	51.38	308.3	0	17.13	0	-274.04	-137.02	0	-753.61
6783	137.02	-85.64	-34.26	0	171.28	0	-102.77	-325.42	51.38	68.51	34.26	-411.06	-685.1	-445.32	188.4	-942.01
6784	85.64	-119.89	-137.02	-102.77	85.64	-34.26	-171.28	-411.06	0	85.64	51.38	-582.34	-736.48	-479.57	222.66	-839.25
6785	0	51.38	0	-17.13	51.38	-17.13	-119.89	-119.89	17.13	51.38	51.38	-291.17	-239.79	-119.89	256.91	-102.77
6786	-17.13	68.51	137.02	85.64	85.64	17.13	0	17.13	85.64	85.64	85.64	-102.77	-34.26	17.13	325.42	119.89
6787	34.26	0	188.4	205.53	51.38	119.89	119.89	154.15	137.02	85.64	137.02	137.02	308.3	205.53	256.91	479.57
6788	34.26	0	137.02	137.02	-17.13	51.38	85.64	137.02	85.64	34.26	85.64	188.4	376.81	205.53	119.89	548.08
6789	34.26	0	-34.26	-34.26	-137.02	-34.26	68.51	85.64	17.13	0	17.13	359.68	376.81	188.4	-85.64	616.59
6790	17.13	17.13	-34.26	0	-85.64	-51.38	137.02	137.02	17.13	-34.26	34.26	411.06	359.68	171.28	-85.64	599.46
6791	-17.13	17.13	0	17.13	17.13	0	205.53	188.4	85.64	-17.13	0	393.93	188.4	85.64	-34.26	393.93
6792	0	-34.26	34.26	51.38	0	17.13	171.28	137.02	119.89	-119.89	-119.89	256.91	34.26	0	-154.15	154.15
6793	-51.38	17.13	85.64	102.77	-205.53	-51.38	17.13	0	85.64	-393.93	-445.32	-51.38	-256.91	-171.28	-565.21	-274.04
6794	-34.26	85.64	137.02	119.89	-205.53	-119.89	-34.26	-34.26	68.51	-445.32	-496.7	-171.28	-325.42	-205.53	-650.85	-411.06
6795	17.13	188.4	205.53	205.53	51.38	-119.89	-17.13	17.13	51.38	-274.04	-376.81	-222.66	-256.91	-34.26	-479.57	-393.93
6796	34.26	119.89	154.15	188.4	137.02	-85.64	-17.13	0	51.38	-222.66	-291.17	-239.79	-205.53	0	-256.91	-325.42
6797	-34.26	-154.15	-51.38	34.26	-85.64	-171.28	-308.3	-85.64	34.26	-256.91	-291.17	-325.42	-154.15	0	17.13	-222.66
6798	-154.15	-291.17	-154.15	-34.26	-325.42	-256.91	-411.06	-154.15	68.51	-325.42	-325.42	-359.68	-154.15	0	0	-222.66
6799	-325.42	-411.06	-85.64	0	-411.06	-274.04	-256.91	-17.13	154.15	-171.28	-154.15	-222.66	0	68.51	17.13	-154.15
6800	-291.17	-325.42	0	51.38	-239.79	-137.02	-51.38	68.51	222.66	-17.13	17.13	-17.13	68.51	154.15	85.64	-68.51
6801	0	17.13	85.64	222.66	68.51	205.53	239.79	239.79	256.91	68.51	137.02	154.15	85.64	119.89	137.02	-51.38
6802	0	68.51	34.26	171.28	-34.26	137.02	205.53	188.4	205.53	-17.13	0	68.51	17.13	-17.13	34.26	-137.02
6803	85.64	222.66	34.26	34.26	-85.64	-17.13	205.53	102.77	102.77	-102.77	-85.64	0	-137.02	-154.15	-171.28	-205.53
6804	137.02	256.91	68.51	0	17.13	51.38	274.04	137.02	34.26	-85.64	-102.77	0	-137.02	-102.77	-256.91	-171.28
6805	137.02	137.02	68.51	17.13	256.91	239.79	376.81	239.79	85.64	-17.13	-102.77	68.51	-17.13	-17.13	-359.68	-34.26
6806	68.51	17.13	17.13	68.51	256.91	256.91	308.3	188.4	154.15	-51.38	-154.15	17.13	0	0	-393.93	-34.26
6807	-17.13	-34.26	0	85.64	85.64	137.02	119.89	102.77	291.17	-188.4	-222.66	-34.26	-102.77	0	-342.55	-102.77
6808	-17.13	0	-17.13	34.26	0	51.38	34.26	68.51	239.79	-154.15	-154.15	-34.26	-154.15	-34.26	-205.53	-137.02
6809	102.77	0	-51.38	-137.02	-34.26	85.64	17.13	0	0	68.51	68.51	-34.26	-137.02	-34.26	205.53	17.13
6810	119.89	0	-119.89	-188.4	0	85.64	-85.64	-68.51	-85.64	154.15	137.02	-85.64	-137.02	-34.26	376.81	85.64
6811	34.26	-17.13	-222.66	-205.53	-34.26	0	-325.42	-274.04	-85.64	239.79	154.15	-205.53	-102.77	0	393.93	154.15
6812	0	0	-205.53	-137.02	0	-85.64	-393.93	-308.3	-34.26	205.53	154.15	-171.28	-85.64	0	376.81	188.4
6813	-102.77	-51.38	-171.28	-68.51	-51.38	-222.66	-445.32	-291.17	34.26	171.28	137.02	-34.26	51.38	51.38	411.06	239.79
6814	-119.89	-154.15	-154.15	-85.64	-102.77	-256.91	-445.32	-239.79	0	119.89	85.64	-34.26	137.02	119.89	428.19	291.17
6815	-102.77	-85.64	-171.28	-154.15	-171.28	-291.17	-342.55	-171.28	-85.64	0	-17.13	-17.13	85.64	85.64	154.15	325.42
6816	-34.26	0	-137.02	-154.15	-119.89	-256.91	-239.79	-154.15	-85.64	-34.26	-51.38	-85.64	-34.26	17.13	-34.26	239.79
6817	102.77	291.17	17.13	0	119.89	51.38	0	-102.77	-34.26	34.26	0	-205.53	-359.68	-325.42	-342.55	-239.79
6818	68.51	171.28	-34.26	-34.26	51.38	85.64	-34.26	-119.89	-17.13	0	-17.13	-239.79	-393.93	-359.68	-256.91	-274.04
6819	0	0	-34.26	-34.26	-119.89	0	-85.64	-171.28	-171.28	-119.89	-171.28	-239.79	-342.55	-205.53	-119.89	-102.77
6820	0	0	-85.64	-85.64	-137.02	-34.26	-102.77	-154.15	-205.53	-137.02	-205.53	-205.53	-256.91	-85.64	-85.64	0
6821	85.64	154.15	-85.64	-51.38	119.89	85.64	34.26	-17.13	-34.26	51.38	0	17.13	-34.26	17.13	137.02	205.53
6822	154.15	239.79	-34.26	-17.13	274.04	256.91	154.15	34.26	17.13	239.79	205.53	188.4	34.26	51.38	342.55	308.3
6823	205.53	256.91	34.26	51.38	256.91	479.57	376.81	291.17	119.89	496.7	599.46	479.57	291.17	154.15	650.85	565.21
6824	188.4	239.79	102.77	85.64	154.15	496.7	428.19	393.93	119.89	548.08	719.36	599.46	445.32	256.91	719.36	685.1
6825	154.15	274.04	119.89	85.64	119.89	513.83	445.32	513.83	205.53	548.08	719.36	667.97	667.97	411.06	633.72	736.48
6826	154.15	256.91	119.89	85.64	137.02	513.83	393.93	479.57	274.04	513.83	616.59	650.85	685.1	428.19	513.83	650.85
6827	34.26	171.28	85.64	51.38	-34.26	308.3	154.15	274.04	376.81	239.79	205.53	376.81	513.83	376.81	239.79	428.19
6828	-17.13	119.89	51.38	68.51	-119.89	154.15	68.51	154.15	359.68	34.26	0	188.4	359.68	291.17	85.64	359.68
6829	-119.89	85.64	68.51	85.64	-256.91	-34.26	34.26	102.77	325.42	-205.53	-188.4	-34.26	119.89	119.89	-85.64	188.4
6830	-51.38	188.4	154.15	188.4	-137.02	17.13	137.02	154.15	359.68	-222.66	-188.4	-34.26	34.26	17.13	-188.4	68.51
6831	85.64	479.57	393.93	411.06	205.53	274.04	376.81	428.19	582.34	-188.4	-205.53	-34.26	-17.13	-85.64	-496.7	-205.53
6832	188.4	599.46	479.57	513.83	274.04	325.42	428.19	496.7	633.72	-222.66	-291.17	-102.77	-85.64	-102.77	-702.23	-393.93
6833	188.4	479.57	256.91	256.91	51.38	119.89	205.53	274.04	308.3	-376.81	-565.21	-702.23	-376.81	-222.66	-1044.78	-633.72
6834	154.15	376.81	154.15	137.02	68.51	102.77	137.02	205.53	171.28	-342.55	-530.95	-804.99	-411.06	-222.66	-890.63	-496.7
6835	119.89	256.91	137.02	85.64	222.66	291.17	222.66	137.02	102.77	-102.77	-205.53	-633.72	-205.53	0	-376.81	17.13
6836	102.77	239.79	205.53	154.15	291.17	376.81	274.04	188.4	171.28	-17.13	-34.26	-479.57	17.13	171.28	-119.89	274.04
6837	17.13	239.79	239.79	256.91	274.04	376.81	205.53	325.42	308.3	239.79	239.79	-154.15	496.7	530.95	137.02	719.36
6838	17.13	222.66	188.4	205.53	205.53	308.3	119.89	342.55	325.42	342.55	359.68	-17.13	667.97	633.72	205.53	787.87
6839	17.13	85.64	0	-17.13	137.02	154.15	-17.13	239.79	137.02	445.32	462.44	188.4	685.1	616.59	376.81	736.48
6840	0	17.13	-102.77	-171.28	85.64	85.64	-34.26	137.02	0	428.19	445.32	239.79	633.72	530.95	428.19	667.97
6841	-85.64	-205.53	-171.28	-171.28	-119.89	-51.38	-256.91	0	-154.15	137.02	154.15	205.53	393.93	239.79	171.28	205.53
6842	-171.28	-325.42	-154.15	-137.02	-239.79	-205.53	-342.55	-68.51	-154.15	-17.13	17.13	85.64	205.53	17.13	-51.38	-85.64
6843	-239.79	-291.17	-51.38	-17.13	-256.91	-411.06	-462.44	-154.15	0	-376.81	-393.93	-188.4	-154.15	-342.55	-702.23	-702.23
6844	-222.66	-205.53	-68.51	0	-137.02	-462.44	-462.44	-171.28	-17.13	-496.7	-530.95	-376.81	-376.81	-462.44	-959.14	-873.5
6845	-119.89	-85.64	-154.15	-85.64	34.26	-496.7	-462.44	-342.55	-222.66	-582.34	-650.85	-736.48	-770.74	-616.59	-1061.91	-1130.42
6846	-102.77	-154.15	-222.66	-205.53	34.26	-513.83	-513.83	-479.57	-376.81	-565.21	-650.85	-856.38	-924.89	-685.1	-993.4	-1198.93
6847	-85.64	-393.93	-256.91	-274.04	-137.02	-599.46	-616.59	-616.59	-479.57	-496.7	-616.59	-873.5	-976.27	-736.48	-702.23	-1079.03
6848	-85.64	-445.32	-239.79	-239.79	-205.53	-582.34	-616.59	-633.72	-462.44	-496.7	-582.34	-804.99	-924.89	-719.36	-565.21	-839.25
6849	0	-137.02	-102.77	-102.77	0	-291.17	-325.42	-462.44	-393.93	-325.42	-222.66	-342.55	-496.7	-445.32	-85.64	-51.38
6850	0	-85.64	-51.38	-51.38	51.38	-137.02	-154.15	-325.42	-376.81	-205.53	-34.26	-85.64	-274.04	-325.42	34.26	0
6851	-34.26	-222.66	-34.26	0	137.02	51.38	119.89	-34.26	-274.04	0	188.4	325.42	51.38	-102.77	274.04	-34.26
6852	-102.77	-291.17	-51.38	0	68.51	85.64	188.4	0	-239.79	51.38	239.79	428.19	171.28	0	291.17	0
6853	-154.15	-411.06	-154.15	-85.64	-34.26	0	188.4	0	-222.66	68.51	154.15	376.81	256.91	137.02	188.4	188.4
6854	-171.28	-445.32	-188.4	-154.15	-119.89	-51.38	119.89	-51.38	-256.91	34.26	68.51	274.04	239.79	171.28	85.64	274.04
6855	-137.02	-411.06	-342.55	-308.3	-137.02	-239.79	-34.26	-205.53	-376.81	-17.13	0	137.02	137.02	68.51	34.26	137.02
6856	-119.89	-393.93	-393.93	-342.55	-102.77	-274.04	-85.64	-274.04	-393.93	-85.64	-34.26	102.77	51.38	0	51.38	0
6857	-51.38	-274.04	-342.55	-274.04	-34.26	-256.91	-171.28	-342.55	-342.55	-154.15	-119.89	0	-68.51	-171.28	256.91	-85.64
6858	-34.26	-188.4	-256.91	-205.53	-34.26	-222.66	-171.28	-376.81	-274.04	-137.02	-102.77	0	-154.15	-222.66	325.42	-17.13
6859	-51.38	-171.28	-119.89	-85.64	-137.02	-188.4	-171.28	-342.55	-171.28	-17.13	-34.26	0	-274.04	-274.04	274.04	0
6860	-34.26	-137.02	-85.64	-85.64	-137.02	-154.15	-137.02	-291.17	-137.02	0	17.13	0	-291.17	-308.3	188.4	17.13
6861	0	0	-34.26	-51.38	0	-34.26	0	-222.66	-171.28	0	0	-17.13	-325.42	-393.93	-17.13	-154.15
